Country,Points,Price,Province,Title,Variety,Type,Red,White,CommonWines,NonCommonWine,NorthAmerica,SouthAmerica,Europe,Other,Vintage
Spain,88,37,Catalonia,Edet?¯ria 2012 Selecci?? Garnacha Blanca (Terra Alta),Garnacha Blanca,White,0,1,0,1,0,0,1,0,2012
Spain,84,25,Northern Spain,Tandem 2004 Ars M?_cula Red (Navarra),Bordeaux-style Red Blend,Red,1,0,0,1,0,0,1,0,2004
Spain,83,9,Northern Spain,Rioja Vega 2008  Rioja,Tempranillo Blend,Red,1,0,0,1,0,0,1,0,2008
Spain,84,17,Levante,Ostras Pedrin 2016 Verdosilla (Valencia),Verdosilla,White,0,1,0,1,0,0,1,0,2016
Turkey,90,27,Ankara,Vinkara 2013 Reserve Kalecik Karasi (Ankara),Kalecik Karasi,Red,1,0,0,1,0,0,1,0,2013
US,89,18,California,Sobon Estate 2013 Cougar Hill Zinfandel (Amador County),Zinfandel,Red,1,0,1,0,1,0,0,0,2013
US,84,15,Washington,WildHaven 2010 Reserve Merlot (Washington),Merlot,Red,1,0,0,1,1,0,0,0,2010
US,95,85,California,La Jota Vineyard 2013 Merlot (Howell Mountain),Merlot,Red,1,0,0,1,1,0,0,0,2013
US,87,22,California,Rodney Strong 2014 Chardonnay (Chalk Hill),Chardonnay,White,0,1,1,0,1,0,0,0,2014
US,90,25,California,Borra 2011 Heritage Field Blend Red (Lodi),Red Blend,Red,1,0,1,0,1,0,0,0,2011
US,86,20,California,Dalliance 2012 Red (Lake County),Red Blend,Red,1,0,1,0,1,0,0,0,2012
US,91,45,Washington,Cadence 2006 Ciel du Cheval Red Wine Red (Red Mountain),Red Blend,Red,1,0,1,0,1,0,0,0,2006
US,88,25,Texas,Brennan 2015 Cellar Select Viognier (Texas),Viognier,White,0,1,0,1,1,0,0,0,2015
US,92,25,Washington,Baer 2013 Malbec (Columbia Valley (WA)),Malbec,Red,1,0,0,1,1,0,0,0,2013
US,91,40,California,Margerum 2013 Purisima Mountain Vineyard Syrah (Ballard Canyon),Syrah,Red,1,0,1,0,1,0,0,0,2013
US,89,12,Washington,Charles Smith 2014 Kung Fu Girl Riesling (Ancient Lakes),Riesling,White,0,1,1,0,1,0,0,0,2014
US,95,40,California,Robert Mondavi 2014 To Kalon Vineyard Estate Grown Reserve Fum?? Blanc (Oakville),Fum?? Blanc,White,0,1,0,1,1,0,0,0,2014
US,88,30,California,Paul Dolan 2012 Pinot Noir (Potter Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2012
US,88,75,California,VGS Chateau Potelle 2014 Syrah (Mount Veeder),Syrah,Red,1,0,1,0,1,0,0,0,2014
US,87,39,Washington,Three Rivers 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2012
US,92,18,Oregon,Iris Vineyards 2014 Pinot Gris (Oregon),Pinot Gris,White,0,1,1,0,1,0,0,0,2014
US,90,42,California,Presqu'ile 2013 Pinot Noir (Santa Maria Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2013
US,89,17,New York,Chateau Lafayette Reneau 2016 Pinot Noir Ros?? (Finger Lakes),Ros??,Red,1,0,0,1,1,0,0,0,2016
US,86,22,California,Blair 2014 Rose of Pinot Noir (Arroyo Seco),Pinot Noir,Red,1,0,1,0,1,0,0,0,2014
US,85,16,California,Vigil 1998 Marissa Vineyard Zinfandel (California),Zinfandel,Red,1,0,1,0,1,0,0,0,1998
US,88,25,Washington,The Conqueror 2014 Red (Horse Heaven Hills),Red Blend,Red,1,0,1,0,1,0,0,0,2014
US,91,30,Oregon,Minimus 2015 Vitae Springs Vineyard Gr?åner Veltliner (Willamette Valley),Gr?åner Veltliner,White,0,1,0,1,1,0,0,0,2015
US,85,28,Washington,Michael Florentino 2008 Tempranillo (Columbia Valley (WA)),Tempranillo,Red,1,0,0,1,1,0,0,0,2008
US,84,59,California,Michael David 2010 Lust Zinfandel (Lodi),Zinfandel,Red,1,0,1,0,1,0,0,0,2010
US,89,16,Washington,Pacific Rim 2014 Spring Creek Ranch Gr?åner Veltliner (Yakima Valley),Gr?åner Veltliner,White,0,1,0,1,1,0,0,0,2014
US,92,28,California,Fenestra 2009 Estate Syrah (Livermore Valley),Syrah,Red,1,0,1,0,1,0,0,0,2009
US,87,20,California,IL Gioiello 2008 Barbera (Amador County),Barbera,Red,1,0,0,1,1,0,0,0,2008
US,93,46,California,Aequorea 2013 Riven Rock Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Red,1,0,1,0,1,0,0,0,2013
US,88,50,California,Weather 2012 Reserve Pinot Noir (Russian River Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2012
US,91,38,Oregon,The Eyrie Vineyards 2013 Pinot Noir (Willamette Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2013
US,90,36,California,Jack Creek 2013 Kruse Vineyard Chardonnay (Central Coast),Chardonnay,White,0,1,1,0,1,0,0,0,2013
US,86,13,Washington,Magnificent Wine Company 2007 House Wine Red (Columbia Valley (WA)),Red Blend,Red,1,0,1,0,1,0,0,0,2007
US,84,10,Washington,Perimeter 2014 Riesling (Washington),Riesling,White,0,1,1,0,1,0,0,0,2014
US,90,18,New York,Sheldrake Point 2015 Dry Ros?? (Finger Lakes),Ros??,Red,1,0,0,1,1,0,0,0,2015
US,91,21,California,Carol Shelton 2013 Monga Zin Lopez Vineyard Old Vine Zinfandel (Cucamonga Valley),Zinfandel,Red,1,0,1,0,1,0,0,0,2013
US,87,21,California,Kendric 2014 Reward Ranch Sangiovese (Shenandoah Valley (CA)),Sangiovese,Red,1,0,0,1,1,0,0,0,2014
US,87,30,Washington,Apex 2010 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2010
US,98,135,Washington,Quilceda Creek 2009 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2009
US,91,45,California,Landmark 2014 Hilliard Bruce Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,White,0,1,1,0,1,0,0,0,2014
US,90,36,California,Municipal Winemakers 2015 Pinot Noir (Sta. Rita Hills),Pinot Noir,Red,1,0,1,0,1,0,0,0,2015
US,88,18,Oregon,Valley View 2012 Anna Maria Viognier (Rogue Valley),Viognier,White,0,1,0,1,1,0,0,0,2012
US,85,25,Virginia,Horton 2016 Private Reserve Albari?_o (Virginia),Albari?_o,White,0,1,0,1,1,0,0,0,2016
US,88,25,Washington,Wind Rose 2012 Stone Tree Vineyard Primitivo (Wahluke Slope),Primitivo,Red,1,0,0,1,1,0,0,0,2012
US,91,16,California,Irony 2014 Small Lot Reserve Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2014
US,92,55,Washington,Saviah 2012 The Stones Speak Syrah (Walla Walla Valley (WA)),Syrah,Red,1,0,1,0,1,0,0,0,2012
US,87,52,California,Keller Estate 2013 El Coro Pinot Noir (Sonoma Coast),Pinot Noir,Red,1,0,1,0,1,0,0,0,2013
US,90,100,Washington,Boudreaux Cellars 2008 Champoux & Loess Vineyards Reserve Cabernet Sauvignon (Washington),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2008
US,91,22,California,Presqu'ile 2014 Sauvignon Blanc (Santa Maria Valley),Sauvignon Blanc,White,0,1,1,0,1,0,0,0,2014
US,93,45,Oregon,Cowhorn 2013 21 Grenache (Applegate Valley),Grenache,Red,1,0,0,1,1,0,0,0,2013
US,91,35,Washington,K Vintners 2012 The Deal Sundance Syrah (Wahluke Slope),Syrah,Red,1,0,1,0,1,0,0,0,2012
US,91,48,Washington,JM Cellars 2013 Boushey Vineyard Syrah (Yakima Valley),Syrah,Red,1,0,1,0,1,0,0,0,2013
US,87,58,Washington,Bergevin Lane 2008 Barrel Select Syrah (Columbia Valley (WA)),Syrah,Red,1,0,1,0,1,0,0,0,2008
US,81,18,California,Page Mill Winery 2013 Sauvignon Blanc (Livermore Valley),Sauvignon Blanc,White,0,1,1,0,1,0,0,0,2013
US,87,24,California,Steven Kent 2013 Lola Sauvignon Blanc (Livermore Valley),Sauvignon Blanc,White,0,1,1,0,1,0,0,0,2013
US,90,60,California,Spoto 2015 Viognier (Napa Valley),Viognier,White,0,1,0,1,1,0,0,0,2015
US,91,24,California,Los Portales 2013 Monastrell (Shenandoah Valley (CA)),Monastrell,Red,1,0,0,1,1,0,0,0,2013
US,94,60,Oregon,Angela Estate 2012 Abbott Claim Pinot Noir,Pinot Noir,Red,1,0,1,0,1,0,0,0,2012
US,93,44,California,Foundry 2013 Sangiacomo Road Vineyard Blanc de Blancs Sparkling (Sonoma Coast),Sparkling Blend,White,0,1,0,1,1,0,0,0,2013
US,86,21,Oregon,Treos 2012 Stolen Kisses White (Willamette Valley),White Blend,White,0,1,1,0,1,0,0,0,2012
US,94,75,Oregon,Ponzi 2013 Vigneto Pinot Noir (Willamette Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2013
US,91,30,California,Kit?_ 2012 Camp 4 Vineyard Syrah (Santa Ynez Valley),Syrah,Red,1,0,1,0,1,0,0,0,2012
US,93,65,California,La Crema 2014 Pinot Noir (Green Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2014
US,90,12,Washington,Canoe Ridge 1999 Oak Ridge Vineyard Gew?årztraminer (Washington),Gew?årztraminer,White,0,1,0,1,1,0,0,0,1999
US,90,42,California,Anglim 2010 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Red,1,0,1,0,1,0,0,0,2010
US,85,13,Oregon,Abiqua Wind 2011 Collier's Early Muscat (Willamette Valley),Muscat,White,0,1,0,1,1,0,0,0,2011
US,90,14,Washington,Upland Estates 2006 Gew?årztraminer (Yakima Valley),Gew?årztraminer,White,0,1,0,1,1,0,0,0,2006
US,85,60,California,Bouchaine 2013 Bacchus Collection Terraces Estate Pinot Noir (Carneros),Pinot Noir,Red,1,0,1,0,1,0,0,0,2013
US,91,25,California,Epiphany 2014 Camp Four Vineyard Grenache Blanc (Santa Barbara County),Grenache Blanc,White,0,1,0,1,1,0,0,0,2014
US,91,58,California,Fess Parker 2014 Clone 2A Pinot Noir (Santa Maria Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2014
US,88,22,California,Ousterhout 2013 Redwood Ranch Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,White,0,1,1,0,1,0,0,0,2013
US,92,42,California,Goat Bubbles 2014 Solomon Hills Vineyard Ros?? (Santa Maria Valley),Ros??,Red,1,0,0,1,1,0,0,0,2014
US,93,50,Washington,Force Majeure 2009 Collaboration Series VI Ciel du Cheval Vineyard Red (Red Mountain),Rh??ne-style Red Blend,Red,1,0,0,1,1,0,0,0,2009
US,87,40,Washington,Ross Andrew 2010 Boushey Vineyard Syrah (Columbia Valley (WA)),Syrah,Red,1,0,1,0,1,0,0,0,2010
US,91,70,California,Apsara 2013 Kenefick Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2013
US,88,38,California,Rocky Hill 2010 Richard Dinner Vineyards Red (Sonoma Mountain),Red Blend,Red,1,0,1,0,1,0,0,0,2010
US,88,35,California,Alta Colina 2013 Claudia Cuvee Marsanne (Adelaida District),Marsanne,White,0,1,0,1,1,0,0,0,2013
US,86,21,Oregon,Abacela 2009 Tempranillo (Southern Oregon),Tempranillo,Red,1,0,0,1,1,0,0,0,2009
US,94,75,California,Daou 2014 Micho Red (Adelaida District),Bordeaux-style Red Blend,Red,1,0,0,1,1,0,0,0,2014
US,90,18,Washington,G?ùrd 2007 Lawrence Vineyards Dry Riesling (Columbia Valley (WA)),Riesling,White,0,1,1,0,1,0,0,0,2007
US,88,25,Virginia,Early Mountain 2016 Five Forks White (Virginia),White Blend,White,0,1,1,0,1,0,0,0,2016
US,91,41,Washington,Northstar 2005 Merlot (Columbia Valley (WA)),Merlot,Red,1,0,0,1,1,0,0,0,2005
US,82,24,California,Maison Basque 1997 Black Zinfandel Zinfandel (California),Zinfandel,Red,1,0,1,0,1,0,0,0,1997
US,91,44,California,Schramsberg 2013 Brut Ros?? Sparkling (North Coast),Sparkling Blend,White,0,1,0,1,1,0,0,0,2013
US,93,100,California,Cielo 2012 Malibu Rouge Red (Saddle Rock-Malibu),Red Blend,Red,1,0,1,0,1,0,0,0,2012
US,89,45,Oregon,Torii Mor 2014 Dundee Hills Select Pinot Noir (Dundee Hills),Pinot Noir,Red,1,0,1,0,1,0,0,0,2014
US,90,58,California,Testarossa 2012 Tondre Grapefield Pinot Noir (Santa Lucia Highlands),Pinot Noir,Red,1,0,1,0,1,0,0,0,2012
US,84,25,California,Martin Ray 2014 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2014
US,89,30,Oregon,Amalie Robert 2014 Pinot Meunier (Willamette Valley),Pinot Meunier,Red,1,0,0,1,1,0,0,0,2014
US,94,45,California,Bien Nacido 2015 Chardonnay (Santa Maria Valley),Chardonnay,White,0,1,1,0,1,0,0,0,2015
US,86,30,California,Paul Dolan 2010 Pinot Noir (Potter Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2010
US,91,30,Washington,Chateau Ste. Michelle 2012 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2012
US,89,35,California,J. Lohr 2012 Hilltop Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2012
US,90,48,Oregon,Brooks 2014 La Chenaie Pinot Noir (Eola-Amity Hills),Pinot Noir,Red,1,0,1,0,1,0,0,0,2014
US,94,56,California,Red Stitch 2014 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Red,1,0,1,0,1,0,0,0,2014
US,89,30,Oregon,Nuthatch Cellars 2008 Hogback Ridge Vineyard Malbec (Columbia Valley (OR)),Malbec,Red,1,0,0,1,1,0,0,0,2008
US,93,65,California,Testarossa 2015 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Red,1,0,1,0,1,0,0,0,2015
US,93,45,California,Sol Rouge 2013 Petite Sirah (Red Hills Lake County),Petite Sirah,Red,1,0,0,1,1,0,0,0,2013
US,89,29,Oregon,Chehalem 2011 Three Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Red,1,0,1,0,1,0,0,0,2011
US,91,50,California,Kit?_ 2013 Kalas Red (Santa Ynez Valley),Bordeaux-style Red Blend,Red,1,0,0,1,1,0,0,0,2013
US,86,14,New York,Lucas Vineyards 2009 Dry Riesling (Finger Lakes),Riesling,White,0,1,1,0,1,0,0,0,2009
US,87,18,California,Di Arie 2014 Estate Grown & Bottled Sauvignon Blanc (El Dorado),Sauvignon Blanc,White,0,1,1,0,1,0,0,0,2014
US,86,45,California,Karah Estate 2015 Reserve Pinot Noir (Sonoma Coast),Pinot Noir,Red,1,0,1,0,1,0,0,0,2015
US,90,18,Oregon,Cuneo 2000 Two Rivers Red (Oregon),Bordeaux-style Red Blend,Red,1,0,0,1,1,0,0,0,2000
US,83,23,California,Pech Merle 2014 Zinfandel (Dry Creek Valley),Zinfandel,Red,1,0,1,0,1,0,0,0,2014
US,91,25,California,Pennyroyal Farm 2015 Ros?? (Anderson Valley),Ros??,Red,1,0,0,1,1,0,0,0,2015
US,91,23,California,Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,White,0,1,1,0,1,0,0,0,2013
US,86,30,Washington,Tre Nova 2010 Ripasso Red (Columbia Valley (WA)),Red Blend,Red,1,0,1,0,1,0,0,0,2010
US,88,40,California,Foley 2012 Pinot Noir (Sta. Rita Hills),Pinot Noir,Red,1,0,1,0,1,0,0,0,2012
US,91,45,California,Hunnicutt 2012 Zinfandel (Napa Valley),Zinfandel,Red,1,0,1,0,1,0,0,0,2012
US,93,95,California,Padis 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2010
US,87,45,Virginia,Horton 1997 Vintage Port (Virginia),Port,Red,1,0,0,1,1,0,0,0,1997
US,91,55,California,Midsummer Cellars 2012 Katz Family Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Red,1,0,1,0,1,0,0,0,2012
US,90,18,California,Saracina 2014 Chardonnay (Mendocino County),Chardonnay,White,0,1,1,0,1,0,0,0,2014
